Time,Source IP,Destination IP,Protocol,Packet Length
"""Jun 13"," 2025 12:04:46.554946000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554964000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554965000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554972000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554973000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.554991000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.554992000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.554999000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555000000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555018000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.555019000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.555026000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555027000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555046000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.555046000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.555054000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555054000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555072000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.555073000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.555080000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555081000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555099000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.555100000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.555107000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555108000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555126000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:46.555127000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:46.555134000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:46.555135000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.340660000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.340674000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.340937000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.340944000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.340987000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.340988000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.341153000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:49.341154000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:49.341207000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:49.341208000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:49.341244000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.341244000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.341308000 IST""","""172.19.0.3""","""172.19.0.2""","""HTTP""","""160"""
"""Jun 13"," 2025 12:04:49.341309000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""160"""
"""Jun 13"," 2025 12:04:49.341320000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:49.341321000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240570000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240582000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240657000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240658000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240675000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240676000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240691000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240692000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240708000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240709000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240731000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240731000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240777000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240777000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240793000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240793000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240800000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240808000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240808000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240809000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240822000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240823000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240836000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240837000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240850000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240851000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240860000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240862000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240863000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240864000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240877000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240877000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240891000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240892000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240905000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240906000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240918000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240919000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240931000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240932000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240944000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240945000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240957000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240958000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240969000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240970000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240984000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240984000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240997000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.240998000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241010000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241010000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241023000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241023000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241035000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241036000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241047000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241048000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241049000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241049000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241062000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241063000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241076000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241077000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241090000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241086000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241091000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241092000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241103000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241103000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241116000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241117000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241130000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241131000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241144000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241145000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241147000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241149000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241160000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241161000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241171000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241173000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241175000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241175000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241209000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241210000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241224000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241225000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241242000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241242000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241256000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241257000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241271000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241272000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241275000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241277000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241285000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241286000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241296000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241299000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241300000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241301000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241313000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241314000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241326000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241327000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241340000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241340000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241343000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241345000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241354000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241355000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241367000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241367000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241368000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241369000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241382000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241382000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241397000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241398000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241440000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241442000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241459000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241462000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241560000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241562000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241584000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241586000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241655000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241657000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.241673000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241677000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.241807000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241812000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241849000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.241850000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""72"""
"""Jun 13"," 2025 12:04:50.242045000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.242046000 IST""","""172.19.0.3""","""172.19.0.2""","""TCP""","""80"""
"""Jun 13"," 2025 12:04:50.242070000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
"""Jun 13"," 2025 12:04:50.242073000 IST""","""172.19.0.2""","""172.19.0.3""","""TCP""","""60"""
