src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.19.0.3,172.19.0.4,49094,9092,6,2025-11-24 01:00:35,0.0,0,0,0,0,2,0,132,0,66,66,66.0,0.0,0,0,0,0.0,66,66,66.0,0.0,0.0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,66.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,2,0,132,0
172.19.0.4,172.19.0.3,9092,37180,6,2025-11-24 01:00:35,8.541629,610.8904987561506,6.439052784896183,4.33172641893016,2.1073263659660233,37,18,2860,2358,88,66,77.29729729729729,10.995981735025742,131,131,131.0,0.0,131,66,94.87272727272727,26.763648715412174,716.2928925619836,740,360,20,19,0.1581783148148148,0.501274,0.0,0.23218773251081118,8.541629,0.501274,0.0,0.23726747222222222,0.24920173206889656,8.540047,0.503439,0.500519,0.5023557058823529,0.0007068675526746193,19,18,0,0,0,0,0,37,55,0,0,0.4864864864864865,94.87272727272727,50476,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.29729729729729,131.0,0,37,18,2860,2358
172.19.0.3,172.19.0.4,33216,9092,6,2025-11-24 01:00:35,6.015951,257.149700853614,2.1609218559127226,1.4960228233241926,0.66489903258853,9,4,1200,347,220,66,133.33333333333334,61.45278223517992,107,80,86.75,11.691342951089922,220,66,119.0,55.84594193644898,3118.769230769231,180,80,20,5,0.5013292500000001,3.015076,0.0,0.9761580251949583,6.015951,3.015076,0.0,0.751993875,1.1139248143407658,6.015574,3.015273,0.842258,2.0051913333333333,0.8936894582043338,5,4,0,0,0,0,0,9,13,0,0,0.4444444444444444,119.0,63,50476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.33333333333334,86.75,0,9,4,1200,347
172.19.0.3,172.19.0.4,49102,9092,6,2025-11-24 01:00:39,2.323954,751.7360498529661,6.884817857840559,4.30301116115035,2.58180669669021,10,6,836,911,124,66,83.6,23.86294198123945,484,66,151.83333333333334,150.4132271074884,484,66,109.1875,99.65516717034797,9931.15234375,200,120,20,3,0.15493026666666668,2.280163,0.0,0.5680794538708432,2.323954,2.280163,0.0,0.2582171111111111,0.7149750987226282,2.323915,2.320528,0.000176,0.464783,0.9278727452841796,3,3,0,0,2,3,0,6,14,0,0,0.6,109.1875,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,151.83333333333334,0,10,6,836,911
