src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.19.0.3,172.19.0.4,50858,9092,6,2025-11-23 14:24:45,0.0,0,0,0,0,2,0,132,0,66,66,66.0,0.0,0,0,0,0.0,66,66,66.0,0.0,0.0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,66.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,2,0,132,0
172.19.0.4,172.19.0.3,9092,60966,6,2025-11-23 14:24:45,8.529703,664.1497365148588,6.9170051993604,4.572257674153485,2.344747525206915,39,20,3121,2544,195,66,80.02564102564102,21.58167216197658,131,66,127.2,14.242892964563065,195,66,96.01694915254237,29.585550484518464,875.3047974719907,780,400,20,20,0.1470638448275862,0.501268,0.0,0.22618888951126223,8.529703,0.501268,0.0,0.22446586842105257,0.24640295900309858,8.528101,0.502862,0.000541,0.44884742105263165,0.1468879562557142,20,19,0,0,0,0,0,39,59,0,0,0.5128205128205128,96.01694915254237,50476,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.02564102564102,127.2,0,39,20,3121,2544
172.19.0.3,172.19.0.4,60978,9092,6,2025-11-23 14:24:45,6.433903,307.9001968167689,2.486826425577134,1.7096931675842797,0.7771332579928544,11,5,1527,454,220,66,138.8181818181818,68.17599975173638,107,80,90.8,13.227244611029162,220,66,123.8125,61.200713588568554,3745.52734375,220,100,20,6,0.4289268666666667,3.000345,0.0,0.8556080652435722,6.433903,3.000345,0.0,0.6433903,0.9798541003158633,6.4322870000000005,3.000754,0.41122,1.6080717500000001,0.922350391705987,6,5,0,0,0,0,0,11,16,0,0,0.45454545454545453,123.8125,63,50476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.8181818181818,90.8,0,11,5,1527,454
172.19.0.3,172.19.0.4,50870,9092,6,2025-11-23 14:24:50,0.001143,581802.2747156606,6999.12510936133,4374.4531933508315,2624.671916010499,5,3,390,275,110,66,78.0,16.39512122553536,135,66,91.66666666666667,30.81485933045218,135,66,83.125,23.829800146035634,567.859375,100,60,20,1,0.00016328571428571428,0.000638,0.0,0.00024280251486442597,0.001143,0.000638,0.0,0.00028575,0.00027228879429752525,0.0011020000000000001,0.000665,0.000437,0.0005510000000000001,0.000114,1,1,0,0,0,3,0,2,6,0,0,0.6,83.125,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,91.66666666666667,0,5,3,390,275
172.19.0.3,172.19.0.4,60956,9092,6,2025-11-23 14:24:50,0.000178,1483146.0674157303,22471.91011235955,16853.932584269663,5617.9775280898875,3,1,198,66,66,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,0.0,60,20,20,0,5.933333333333333e-05,0.000169,0.0,7.763303993074654e-05,0.000178,0.000178,0.0,8.9e-05,8.9e-05,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0.3333333333333333,66.0,63,50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,3,1,198,66
